KW	JA	TC	id	name	names	is bad	type	valid members count	valid members ratio	nonavailable members count	nonavailable members ratio	collection name probability	@
		1	Q7861635	Tyrone Power filmography	jessejames, crashdive, rawhide, untamed, theblackswan, theblackrose, bloodandsand, suez, nightmarealley, therazorsedge	0,008	film	49	0,53	12	0,24	-34,5	
		3	Q699535	Football clubs in Austria	lask, skrapidwien, sksturmgraz, svried, grazerak, wsgtirol, fcliefering, svhorn, dsvleoben, sknstpolten	0,012	sports team, association football club	89	0,26	7	0,08	-34,55	
		0	Q6620128	Films shot in Toronto	orphan, shazam, meangirls, room, pacificrim, readyornot, xmen, truelies, kickass, silenthill	0,002	film	883	0,71	289	0,42	-34,65	
		2	Q8845824	Thai pop music groups	bnk48, cgm48, kotic, chinadolls, d2b, scrubb, getsunova, nekojump, saosaosao, fourmod	0,01	musical group	23	0,96	12	0,52	-34,69	
		2	Q6620705	Football clubs in Jordan	alfaisaly, alwehdatsc, alfaisalysc, alramthasc, alhussein, alahli, alahlisc, aljazeera, alsaltsc, alhusseinsc	0,006	sports club, association football club	50	0,33	7	0,17	-34,7	
		2	Q6620618	Football clubs in Belgium	krcgenk, kaagent, kaseupen, kvmechelen, lommelsk, kvoostende, kvkortrijk, rwdm47, clubbruggekv, revirton	0,002	sports club, association football club	132	0,51	8	0,08	-34,73	
		2	Q3250975	Railway lines in France	funicular, rera, rerb, lgvest, lgvsudest, lgvnord, peoplemover, cevarail, poma2000, lgvrhinrhone	0,006	railway line	114	0,55	3	0,03	-34,73	
		4	Q8489317	German Renaissance painters	albrechtdurer, hansbaldung, hansdurer, jergratgeb, georgpencz, sebaldbeham, jacobbinck, hanscranach, barthelbeham, hansbesser	0,012	human	35	0,97	3	0,09	-34,75	
		2	Q6255278	Swedish punk rock groups	viagraboys, thehives, noice, ebbagron, perkele, millencolin, nofunatall, randy, ksmb, invsn	0,01	musical group	74	1	21	0,28	-34,77	
		4	Q65076004	Louis Armstrong filmography	hellodolly, parisblues, highsociety, neworleans, asongisborn, goingplaces, gloryalley, cabininthesky, lapaloma, thefivepennies	0,012	film	30	0,97	7	0,23	-34,78	
		2	Q7129630	Qing dynasty people	zhengyisao, lizicheng, leungjan, wufeng, zhuyigui, fongsaiyuk, sumalagu, amursana, yangluchan, duwenxiu	0,01	human	54	0,84	4	0,07	-34,83	
		1	Q8970013	Basketball teams in Greece	aekbc, arisbc, paokbc, olympiacosbc, gslavriobc, peristeribc, larisabc, neareastbc, gsiraklisbc, sportingbc	0,008	basketball team	64	0,84	2	0,03	-34,93	
		2	Q8463624	Football clubs in Denmark	brondbyif, esbjergfb, viborgff, aabfodbold, randersfc, hbkoge, fccopenhagen, achorsens, silkeborgif, hvidovreif	0,01	association football club	116	0,86	5	0,04	-34,93	
		4	Q7508867	American musical comedy films	turningred, encanto, sing2, grease, lalaland, aladdin, sing, mammamia, enchanted, hercules	0,008	film	890	0,99	207	0,24	-34,94	
		2	Q13279520	Operation Overlord films	overlord, churchill, 36hours, rommel, thelongestday, thebigredone, savingprivateryan, eyeoftheneedle, thedevilsrock, breakthrough	0,01	film	27	1	8	0,31	-34,94	
		1	Q8686369	Norwegian television presenters	tonedamli, haddynjie, annerimmen, tooji, runelarsen, annelindmo, haraldmaele, lindaeide, elirygg, johangolden	0,012	human	95	0,99	0	0	-34,94	
		4	Q6528447	Films shot in Arizona	themummy, psycho, anastasia, hulk, forrestgump, fastfive, gravity, contact, tombstone, superman	0,006	film	507	0,66	171	0,43	-34,95	
		3	Q6610642	Colleges and universities in Philadelphia	brynmawrcollege, templeuniversity, drexeluniversity, devryuniversity, rutgersuniversity, rowanuniversity, rutgerscamden, haverfordcollege, swarthmorecollege, villanovauniversity	0,004	university	48	0,26	16	0,33	-35,04	
		1	Q6850010	Video games developed in France	stray, heavyrain, dishonored, deathloop, akinator, sifu, watchdogs2, bioshock2, deadcells, fahrenheit	0,004	video game	830	0,86	211	0,26	-35,04	
		1	Q32911392	Tamil television actresses	vanibhojan, kaniha, jayachitra, rekha, sukumari, shruthiraj, pavanireddy, kovaisarala, renuka, vjchitra	0,012	human	50	1	5	0,1	-35,09	
		1	Q8429617	Croatian pop singers	severina, misokovac, lidijabacic, miadimsic, petargraso, ninabadric, ivorobic, zeljkobebek, gorankaran, majasuput	0,008	human	105	0,91	6	0,06	-35,13	
		2	Q1853275	Colleges and universities in Alabama	seminary, troyuniversity, airuniversity, auburnuniversity, samforduniversity, southuniversity, universityofalabama, tuskegeeuniversity, strayeruniversity, oakwooduniversity	0,008	university	30	0,07	10	0,33	-35,14	
		4	Q6817810	Fish of the Red Sea	milkfish, zebrashark, milkshark, seagoldie, pteroismiles, bluemackerel, shrimpscad, clowncoris, gulftorpedo, malabargrouper	0,004	taxon	106	0,96	0	0	-35,24	
		0	Q28844720	Nazi propaganda films	actionfilm, comedyfilm, dramafilm, silentfilm, shortfilm, warfilm, lostfilm, judsuss, olympia, titanic	0,01	film	89	0,38	16	0,18	-35,27	
		1	Q4934072	Bob Steele filmography	riobravo, hangemhigh, riolobo, mclintock, thebigsleep, shenandoah, 4fortexas, thelongestday, bandofangels, pardners	0,006	film	186	0,76	21	0,11	-35,33	
		1	Q105944882	Films featuring colonialism	dramafilm, gandhi, amistad, hostiles, themission, therevenant, zulu, epicfilm, warfilm, cryfreedom	0,008	film	112	0,26	35	0,32	-35,34	
		3	Q6906360	Films shot in Montreal	moonfall, orphan, 300, arrival, mother, lifeofpi, theaviator, midway, 12monkeys, screamvi	0,005	film	529	0,6	179	0,41	-35,41	
		0	Q6570968	Flash animated television series	pawpatrol, peppapig, winxclub, invincible, insidejob, thesimpsons, amphibia, sharktank, ben10, theowlhouse	0,002	television program	488	0,66	159	0,33	-35,43	
		2	Q3318037	Football clubs in Croatia	hnkrijeka, nkosijek, nkzagreb, hnkgorica, hnksibenik, nkzadar, rnksplit, nkvarazdin, nkistra1961, hnkcibalia	0,012	sports club, association football club	219	0,48	3	0,02	-35,52	
		1	Q18350757	Alan Cumming performances	spykids, goldeneye, burlesque, thesmurfs, marlowe, eyeswideshut, thesmurfs2, emma, spiceworld, getcarter	0,008	film	62	0,45	26	0,43	-35,56	
		2	Q6619383	Federal universities of Brazil	unisinos, ibmec, univates, uniitalo, universityofsaopaulo, fumecuniversity, universityofbrasilia, fundacaogetuliovargas, universidadedebrasilia, bahiastateuniversity	0,01	university	211	0,82	5	0,02	-35,56	
		3	Q6302962	Primates of South America	tamarin, callithrix, mico, howlermonkey, sakimonkey, liontamarin, woollymonkey, monksaki, callitrichidae, tuftedcapuchin	0,002	taxon	59	0,94	3	0,05	-35,58	
		1	Q6620016	World Trade Center in film	thematrix, spiderman, taxidriver, armageddon, zoolander, vanillasky, watchmen, oldboy, meninblack, snatch	0,004	film	690	0,72	315	0,46	-35,62	
		1	Q6111246	Jack Benny filmography	gypsy, theman, tobeornottobe, beaujames, itsinthebag, charleysaunt, whowasthatlady, manabouttown, itsamadmadmadmadworld, itsintheair	0,006	film	33	0,66	7	0,21	-35,66	
		1	Q7924447	People from Port Harcourt	burnaboy, taribowest, yvonneorji, omahlay, mreazi, emmanuella, josephyobo, tontodikeh, markangel, mercychinwo	0,002	human	123	0,81	10	0,09	-35,71	
		2	Q2226621	Donkey Kong video games	donkeykong, racinggame, rhythmgame, shootergame, platformgame, supermario64, popeye, yookalaylee, banjokazooie, radarscope	0,004	video game	49	0,3	16	0,33	-35,71	
		2	Q4437623	Football clubs in Kuwait	kuwaitsc, qadsiasc, alarabisc, kazmasc, alnasrsc, aljahra, aljahrasc, alsalmiyasc, alyarmouk, khaitansc	0,008	sports club, association football club	33	0,26	7	0,26	-35,76	
		1	Q96219376	Janet Leigh performances	psycho, thefog, thevikings, safari, harper, touchofevil, littlewomen, jetpilot, pepe, scaramouche	0,004	film	59	0,39	18	0,31	-35,84	
		4	Q7354438	Russian Air Force bases	engels2, saky, dyagilevo, shaykovka, ukrainka, nagurskoye, millerovo, olenya, lipetsk, levashovo	0,004	architectural structure	152	0,84	16	0,11	-35,84	
		1	Q16918489	Equipment in the Royal Navy	tomahawk, harpoon, exocet, camm, trident, phalanxciws, hedgehog, aim7sparrow, aim120amraam, seavenom	0,008	military equipment	56	0,34	17	0,3	-35,84	
		1	Q7001703	Football venues in Egypt	suezstadium, 30junestadium, alsalamstadium, aswanstadium, borgelarabstadium, sohagstadium, ismailiastadium, alexandriastadium, faiyumstadium, mitokbastadium	0,01	architectural structure	32	0,94	2	0,06	-35,88	
		1	Q3527720	Baku Metro stations	8noyabr, 28may, metrostation, 20yanvar, koroglu, hziaslanov, sahil, memarajami, memarcmi2, memarcmi	0,008	railway station, architectural structure	71	0,7	5	0,11	-35,91	
		1	Q6620104	Films shot in Darwin	australia, rogue, walkabout, evilangels, blackwater, balibo, napoleon, kangaroojack, tencanoes, jedda	0,004	film	28	0,65	8	0,29	-35,94	
		4	Q9168449	Fruits originating in Africa	fig, watermelon, tamarind, adansonia, calabash, coffea, ficuscarica, pear, kigelia, lodoicea	0,01	taxon	104	0,99	7	0,07	-36,1	
		2	Q3317394	Football clubs in Serbia	fkpartizan, fkobilic, fkvojvodina, fkrad, fkvozdovac, fkcukaricki, fkkolubara, fkzemun, fknovipazar, fkbask	0,01	sports club, association football club	276	0,41	4	0,02	-36,15	
		1	Q3254765	Tashkent Metro stations	yunusobod, novza, olmazor, beruniy, dostlik, toshkent, oybek, qoylik, qoyliq, paxtakor	0,012	railway station	45	0,76	6	0,14	-36,25	
		4	Q6620058	Films set in Los Angeles	xxx, blonde, inception, moonfall, thebadguys, grease, coco, ironman, cars, moana	0,004	film	2348	0,97	862	0,46	-36,28	
		2	Q85792920	Peter Fonda filmography	ghostrider, easyrider, 310toyuma, wildhogs, oceanstwelve, thelimey, futureworld, thetrip, uleesgold, deadfall	0,01	film	73	0,49	23	0,32	-36,29	
		2	Q25042491	John Malkovich filmography	birdbox, juno, changeling, red, alive, conair, zoolander2, mile22, beowulf, ava	0,008	film	111	0,54	46	0,43	-36,31	
		1	Q575624	AirAsia Group destinations	orlyairport, nahaairport, puneairport, hanedaairport, gayaairport, perthairport, sydneyairport, gatwickairport, nanairport, jaipurairport	0,006	airport	200	0,46	19	0,1	-36,41	
		4	Q8475079	Fruits originating in Asia	fig, jackfruit, coconut, eggplant, jujube, mangosteen, rambutan, citron, pomegranate, ficuscarica	0,01	taxon	105	0,92	16	0,15	-36,46	
		1	Q16967814	Ships of CP Ships	apollon, ssparthia, ssabyssinia, ssstatendam, rmsempressofireland, empressofbritain, ssduchessofyork, rmsempressofasia, rmsempressofjapan, rmsempressofbritain	0,012	ship	32	0,76	1	0,04	-36,48	
		1	Q17105529	Frances Fisher filmography	titanic, unforgiven, shortfilm, rust, holidate, epicfilm, striptease, thehost, awake, thekingdom	0,006	film	62	0,45	24	0,39	-36,5	
		1	Q6593510	Papua New Guineans	justinolam, adrianlam, juliuschan, peteroneill, francisona, carolkidu, marcusbai, johnmomis, oshen, archiethompson	0,01	human	64	0,98	3	0,05	-36,5	
		1	Q6593425	Pakistani folk singers	alizafar, ghulamali, reshma, hadiqakiani, ariflohar, alamlohar, sanammarvi, abidaparveen, shaukatali, rahimshah	0,01	human	67	0,86	3	0,06	-36,54	
		1	Q17054302	Alan Tam filmography	armourofgod, thebanquet, jianghu, fullcontact, littlecop, ittakestwo, 72heroes, norisknogain, casinoraiders, espritdamour	0,01	film	28	0,27	6	0,21	-36,55	
		0	Q23779413	HTC Vive games	dota2, fallout4vr, fallout4, warthunder, nomanssky, subnautica, lanoire, vrchat, beatsaber, superhot	0,002	video game	94	0,69	33	0,42	-36,71	
		4	Q743127	Artificial objects on the Moon	saturnv, orion, selene, themis, luna2, huygens, lunokhod1, change4, change5, orel	0,004	artificial physical object	154	0,36	47	0,31	-36,73	
		1	Q4434715	AMD Sempron processors	ryzen, epyc, athlon, athlonmp, athlonxp, athlon64x2, phenomii, threadripper, athlon64, amdfx	0,008	microprocessor	27	0,22	8	0,3	-36,73	
		1	Q6598105	Sri Lankan actors	albertmoses, nmperera, rukmanidevi, hrjothipala, luckydias, sabbyjey, ashandias, kusumrenu, alstonkoch, surajmapa	0,01	human	280	0,78	1	0	-36,73	
		1	Q107242407	AMD Athlon II processors	ryzen, epyc, athlon, athlonmp, athlonxp, athlon64x2, phenomii, threadripper, athlon64, amdfx	0,012	microprocessor	28	0,21	8	0,29	-36,73	
		2	Q385741	Colleges and universities in New Jersey	publiccollege, publicuniversity, drewuniversity, devryuniversity, rutgersuniversity, keanuniversity, rowanuniversity, rutgersnewark, princetonuniversity, rutgerscamden	0,006	university	36	0,09	15	0,42	-36,75	
		1	Q9239661	Five Star Movement politicians	luigidimaio, saracunial, beppegrillo, pinocabras, marcozanni, robertofico, vitocrimi, giuseppeconte, pieraaiello, barbaralezzi	0,012	human	107	0,99	4	0,04	-36,81	
		1	Q6572129	Governors of Imo State	hopeuzodinma, sammbakwe, evanenwerem, ikediohakim, rochasokorocha, emekaihedioha, ndubuisikanu, ikenwachukwu, achikeudenwa, allisonmadueke	0,008	human	30	0,77	0	0	-36,82	
		4	Q10859479	Films released in IMAX	thebatman, avatar, topgun, rrr, pathaan, blackadam, morbius, brahmastra, nope, titanic	0,01013333333	film	692	0,85	372	0,54	-36,9	
		1	Q1463431	Railway lines in the Netherlands	narrowgauge, hslzuid, weertroermondrailway, nijmegenkleverailway, weespleidenrailway, halternvenlorailway, lelystadzwollerailway, viersenvenlorailway, rotterdamzevenaarrailway, weesplelystadrailway	0,004	railway line	52	0,43	0	0	-36,94	
		1	Q8808553	Sri Lankan musicians	keithpotger, wdamaradeva, nihalnelson, nandamalini, rukmanidevi, hrjothipala, sunilperera, dhanithsri, ctfernando, jpchandrababu	0,01	human	104	0,46	0	0	-36,98	
		0	Q8452053	Films about food and drink	themenu, hentai, actionfilm, horrorfilm, comedyfilm, drama, thefounder, wonka, abugslife, pig	0,002	film	706	0,74	176	0,29	-37,07	
		1	Q60518561	Largest banks in the Philippines	inggroup, mufgbank, cimb, bancodeoro, ctbcbank, deutschebank, jpmorganchase, metrobank, unionbank, shinhanbank	0,004	bank	45	0,31	28	0,62	-37,07	
		3	Q17086354	David Carradine filmography	bill, deathrace, epicmovie, bigstan, meanstreets, truelegend, cannonball, hellride, birdonawire, eviltoons	0,012	film	110	0,53	37	0,34	-37,08	
		2	Q104834461	Sarah Silverman filmography	dontlookup, marryme, badsanta, evolution, themuppets, maestro, rent, bulworth, funnypeople, wreckitralph	0,006	film	47	0,31	18	0,38	-37,13	
		2	Q6620073	Films set in Puerto Rico	fastfive, contact, musicvideo, amistad, goldeneye, badboysii, species, thelosers, replicas, therumdiary	0,006	film	136	0,45	43	0,37	-37,14	
		3	Q8457562	Films set in Appalachia	lawless, octobersky, deliverance, nextofkin, matewan, childofgod, thunderroad, sergeantyork, maneater, moonrunners	0,012	film	24	0,96	8	0,33	-37,19	
		2	Q15832288	Turkish philosophers and scientists	plato, mehmetoz, alfarabi, azizsancar, yunusemre, pirireis, aliqushji, ugursahin, cahitarf, celalsengor	0,012	human	96	0,72	8	0,08	-37,21	
		2	Q18387276	Kathy Bates filmography	titanic, fargo, misery, beemovie, psiloveyou, ratrace, dicktracy, rumorhasit, tammy, theboss	0,012	film	94	0,5	40	0,43	-37,23	
		2	Q6225479	John Cassavetes filmography	shortfilm, thefury, gloria, thekillers, husbands, capone, faces, shadows, rosemarysbaby, tempest	0,012	film	44	0,45	15	0,34	-37,23	
		2	Q8254263	Animated series based on video games	arcane, castlevania, wakfu, pacman, vivapinata, thecupheadshow, earthwormjim, ninjin, omnomstories, dragonslair	0,012	television series	39	0,83	16	0,41	-37,24	
		2	Q6607091	Bands originating in Leeds	altj, softcell, gangoffour, themission, chumbawamba, yardact, thecribs, themusic, utahsaints, themekons	0,008	musical group	78	0,84	24	0,31	-37,27	
		1	Q8293571	Battles of the Korean War	battleofosan, battleofinchon, battleofwawon, battleofunsan, outpostharry, battleoftaejon, battleoftaegu, battleofyultong, battleofkapyong, battleofonjong	0,006	battle	84	0,82	0	0	-37,28	
		2	Q6299175	Paintings of the Virgin Mary	holytrinity, crucifix, thelastjudgment, lagloria, thethebaid, thedeposition, crucifixion, theweddingatcana, virginmary, holyallegory	0,008	painting	164	0,85	10	0,08	-37,37	
		1	Q8871054	Transylvanian Saxon people	petermaffay, steveholmes, klausiohannis, conradhaas, hagenrether, hermannoberth, guntherbosch, ralphgunesch, iancusasul, astridfodor	0,01	human	87	0,85	4	0,05	-37,45	
		1	Q17986136	Works by John Buchan	isbn, thetimes, doi, wikisource, theguardian, the39steps, openlibrary, thespectator, internetarchive, hannay	0,008	work	67	0,53	17	0,29	-37,54	
		3	Q55606205	Burt Reynolds filmography	bean, striptease, deliverance, theplayer, driven, boogienights, 100rifles, cityheat, hooper, gator	0,008	film	107	0,61	48	0,45	-37,7	
		1	Q85851198	Ethnic groups in South Sudan	nuerpeople, dinkapeople, zandepeople, baripeople, madipeople, acholipeople, anuakpeople, kakwapeople, bandapeople, murlepeople	0,01	ethnic group	54	0,37	0	0	-37,72	
		1	Q58416720	Marsha Hunt filmography	rawdeal, easyliving, bluedenim, bombersb52, cryhavoc, jigsaw, irene, johnnygothisgun, lostangel, fearnoevil	0,004	film	64	0,81	14	0,22	-37,75	
		1	Q385513	Television stations in Southeast Asia	aljazeera, france24, channelone, wion, skynews, cbeebies, spacetoon, gmanetwork, babytv, animax	0,01	television station	98	0,29	48	0,5	-37,81	
		2	Q63807185	Danny Glover filmography	saw, 2012, predator2, shooter, witness, dreamgirls, antz, maverick, sawiii, barnyard	0,004	film	121	0,67	51	0,42	-37,9	
		4	Q6275060	Marsupials of South America	opossum, metatheria, commonopossum, wateropossum, ameridelphia, shrewopossum, monitodelmonte, caenolestes, bigearedopossum, whiteearedopossum	0,008	taxon	77	1	2	0,03	-37,93	
		2	Q8388409	Doping cases in swimming	ryanlochte, sunyang, cesarcielo, davidmeca, ningzetao, claudiapoll, rickdemont, korneliaender, michellesmith, yuliyayefimova	0,004	human	61	1	5	0,08	-38	
		3	Q8895877	Buildings and structures in Istanbul	kerkoporta, marmaray, topkappalace, maidenstower, eskisaray, cicekpasaj, perilikosk, yoroscastle, salt, turkuazoo	0,012	architectural structure	81	0,76	4	0,05	-38,04	
		1	Q5384573	Equipment of the Swedish Army	leopard2, howitzer, tank, glock19, bmp1, irist, m2browning, barrettm82, shotgun, mortar	0,008	military equipment	127	0,54	17	0,13	-38,05	
		1	Q8497263	Governors of Rio de Janeiro	romeuzema, raquellyra, nilopecanha, eduardoleite, ibaneisrocha, paulodantas, leonelbrizola, mauromendes, wilsonwitzel, claudiocastro	0,012	human	50	0,36	6	0,16	-38,12	
		1	Q179339	Tallest buildings in Australia	skyscraper, storey, towerblock, q1tower, spire, sydneytower, eurekatower, crownsydney, nauruhouse, australia108	0,012	building	106	0,26	15	0,15	-38,17	
		1	Q8745189	People from Palakkad district	raghuvaran, aparnadas, tnseshan, anumol, vpmenon, swarnalatha, ovvijayan, majorravi, unnimenon, esreedharan	0,012	human	172	0,96	4	0,03	-38,35	
		2	Q20685669	Steve Buscemi filmography	armageddon, fargo, grownups, bigfish, theisland, conair, desperado, grownups2, bigdaddy, pulpfiction	0,006	film	116	0,65	50	0,43	-38,37	
		1	Q8020617	William Wyler filmography	benhur, silentera, funnygirl, soundera, mrsminiver, jezebel, romanholiday, theheiress, theletter, carrie	0,006	film	50	0,45	16	0,33	-38,46	
		1	Q7625665	Documentary films about nature	fireoflove, oceans, earth, chimpanzee, perri, deepblue, microcosmos, arctictale, africancats, animamundi	0,004	film	134	0,54	24	0,18	-38,48	
